source,target
@aws-sdk/token-providers,@aws-sdk/core
@aws-sdk/token-providers,@aws-sdk/nested-clients
@aws-sdk/token-providers,@aws-sdk/types
@aws-sdk/token-providers,@smithy/property-provider
@aws-sdk/token-providers,@smithy/shared-ini-file-loader
@aws-sdk/token-providers,@smithy/types
@aws-sdk/token-providers,tslib
array.prototype.flat,call-bind
array.prototype.flat,define-properties
array.prototype.flat,es-abstract
array.prototype.flat,es-shim-unscopables
arraybuffer.prototype.slice,array-buffer-byte-length
arraybuffer.prototype.slice,call-bind
arraybuffer.prototype.slice,define-properties
arraybuffer.prototype.slice,es-abstract
arraybuffer.prototype.slice,es-errors
arraybuffer.prototype.slice,get-intrinsic
arraybuffer.prototype.slice,is-array-buffer
jest-watcher,@jest/test-result
jest-watcher,@jest/types
jest-watcher,@types/node
jest-watcher,ansi-escapes
jest-watcher,chalk
jest-watcher,emittery
jest-watcher,jest-util
jest-watcher,string-length
prop-types,loose-envify
prop-types,object-assign
prop-types,react-is
@aws-sdk/middleware-recursion-detection,@aws-sdk/types
@aws-sdk/middleware-recursion-detection,@aws/lambda-invoke-store
@aws-sdk/middleware-recursion-detection,@smithy/protocol-http
@aws-sdk/middleware-recursion-detection,@smithy/types
@aws-sdk/middleware-recursion-detection,tslib
string-length,strip-ansi
which-collection,is-map
which-collection,is-set
which-collection,is-weakmap
which-collection,is-weakset
@aws-sdk/middleware-logger,@aws-sdk/types
@aws-sdk/middleware-logger,@smithy/types
@aws-sdk/middleware-logger,tslib
@aws-sdk/credential-provider-web-identity,@aws-sdk/core
@aws-sdk/credential-provider-web-identity,@aws-sdk/nested-clients
@aws-sdk/credential-provider-web-identity,@aws-sdk/types
@aws-sdk/credential-provider-web-identity,@smithy/property-provider
@aws-sdk/credential-provider-web-identity,@smithy/shared-ini-file-loader
@aws-sdk/credential-provider-web-identity,@smithy/types
@aws-sdk/credential-provider-web-identity,tslib
whatwg-encoding,iconv-lite
jsdom,@acemir/cssom
jsdom,@asamuzakjp/dom-selector
jsdom,cssstyle
jsdom,data-urls
jsdom,decimal.js
jsdom,html-encoding-sniffer
jsdom,http-proxy-agent
jsdom,https-proxy-agent
jsdom,is-potential-custom-element-name
jsdom,parse5
jsdom,saxes
jsdom,symbol-tree
jsdom,tough-cookie
jsdom,w3c-xmlserializer
jsdom,webidl-conversions
jsdom,whatwg-encoding
jsdom,whatwg-mimetype
jsdom,whatwg-url
jsdom,ws
jsdom,xml-name-validator
@aws-sdk/credential-provider-env,@aws-sdk/core
@aws-sdk/credential-provider-env,@aws-sdk/types
@aws-sdk/credential-provider-env,@smithy/property-provider
@aws-sdk/credential-provider-env,@smithy/types
@aws-sdk/credential-provider-env,tslib
is-data-view,call-bound
is-data-view,get-intrinsic
is-data-view,is-typed-array
@smithy/abort-controller,@smithy/types
@smithy/abort-controller,tslib
nth-check,boolbase
@aws-sdk/credential-provider-sso,@aws-sdk/client-sso
@aws-sdk/credential-provider-sso,@aws-sdk/core
@aws-sdk/credential-provider-sso,@aws-sdk/token-providers
@aws-sdk/credential-provider-sso,@aws-sdk/types
@aws-sdk/credential-provider-sso,@smithy/property-provider
@aws-sdk/credential-provider-sso,@smithy/shared-ini-file-loader
@aws-sdk/credential-provider-sso,@smithy/types
@aws-sdk/credential-provider-sso,tslib
@jest/fake-timers,@jest/types
@jest/fake-timers,@sinonjs/fake-timers
@jest/fake-timers,@types/node
@jest/fake-timers,jest-message-util
@jest/fake-timers,jest-mock
@jest/fake-timers,jest-util
@smithy/fetch-http-handler,@smithy/protocol-http
@smithy/fetch-http-handler,@smithy/querystring-builder
@smithy/fetch-http-handler,@smithy/types
@smithy/fetch-http-handler,@smithy/util-base64
@smithy/fetch-http-handler,tslib
babel-preset-jest,babel-plugin-jest-hoist
babel-preset-jest,babel-preset-current-node-syntax
@smithy/util-middleware,@smithy/types
@smithy/util-middleware,tslib
@babel/helper-optimise-call-expression,@babel/types
spdx-expression-parse,spdx-exceptions
spdx-expression-parse,spdx-license-ids
tinyglobby,fdir
tinyglobby,picomatch
data-view-byte-offset,call-bound
data-view-byte-offset,es-errors
data-view-byte-offset,is-data-view
@aws-sdk/util-endpoints,@aws-sdk/types
@aws-sdk/util-endpoints,@smithy/types
@aws-sdk/util-endpoints,@smithy/url-parser
@aws-sdk/util-endpoints,@smithy/util-endpoints
@aws-sdk/util-endpoints,tslib
inquirer,@inquirer/ansi
inquirer,@inquirer/core
inquirer,@inquirer/prompts
inquirer,@inquirer/type
inquirer,mute-stream
inquirer,run-async
inquirer,rxjs
babel-plugin-jest-hoist,@types/babel__core
@aws-sdk/client-sso,@aws-crypto/sha256-browser
@aws-sdk/client-sso,@aws-crypto/sha256-js
@aws-sdk/client-sso,@aws-sdk/core
@aws-sdk/client-sso,@aws-sdk/middleware-host-header
@aws-sdk/client-sso,@aws-sdk/middleware-logger
@aws-sdk/client-sso,@aws-sdk/middleware-recursion-detection
@aws-sdk/client-sso,@aws-sdk/middleware-user-agent
@aws-sdk/client-sso,@aws-sdk/region-config-resolver
@aws-sdk/client-sso,@aws-sdk/types
@aws-sdk/client-sso,@aws-sdk/util-endpoints
@aws-sdk/client-sso,@aws-sdk/util-user-agent-browser
@aws-sdk/client-sso,@aws-sdk/util-user-agent-node
@aws-sdk/client-sso,@smithy/config-resolver
@aws-sdk/client-sso,@smithy/core
@aws-sdk/client-sso,@smithy/fetch-http-handler
@aws-sdk/client-sso,@smithy/hash-node
@aws-sdk/client-sso,@smithy/invalid-dependency
@aws-sdk/client-sso,@smithy/middleware-content-length
@aws-sdk/client-sso,@smithy/middleware-endpoint
@aws-sdk/client-sso,@smithy/middleware-retry
@aws-sdk/client-sso,@smithy/middleware-serde
@aws-sdk/client-sso,@smithy/middleware-stack
@aws-sdk/client-sso,@smithy/node-config-provider
@aws-sdk/client-sso,@smithy/node-http-handler
@aws-sdk/client-sso,@smithy/protocol-http
@aws-sdk/client-sso,@smithy/smithy-client
@aws-sdk/client-sso,@smithy/types
@aws-sdk/client-sso,@smithy/url-parser
@aws-sdk/client-sso,@smithy/util-base64
@aws-sdk/client-sso,@smithy/util-body-length-browser
@aws-sdk/client-sso,@smithy/util-body-length-node
@aws-sdk/client-sso,@smithy/util-defaults-mode-browser
@aws-sdk/client-sso,@smithy/util-defaults-mode-node
@aws-sdk/client-sso,@smithy/util-endpoints
@aws-sdk/client-sso,@smithy/util-middleware
@aws-sdk/client-sso,@smithy/util-retry
@aws-sdk/client-sso,@smithy/util-utf8
@aws-sdk/client-sso,tslib
@smithy/node-config-provider,@smithy/property-provider
@smithy/node-config-provider,@smithy/shared-ini-file-loader
@smithy/node-config-provider,@smithy/types
@smithy/node-config-provider,tslib
@typescript-eslint/eslint-plugin,ignore
@typescript-eslint/eslint-plugin,graphemer
@typescript-eslint/eslint-plugin,ts-api-utils
@typescript-eslint/eslint-plugin,natural-compare
@typescript-eslint/eslint-plugin,@typescript-eslint/utils
@typescript-eslint/eslint-plugin,@eslint-community/regexpp
@typescript-eslint/eslint-plugin,@typescript-eslint/type-utils
@typescript-eslint/eslint-plugin,@typescript-eslint/visitor-keys
@typescript-eslint/eslint-plugin,@typescript-eslint/scope-manager
clean-stack,escape-string-regexp
clean-stack,url-extras
@types/istanbul-lib-report,@types/istanbul-lib-coverage
jest-validate,@jest/get-type
jest-validate,@jest/types
jest-validate,camelcase
jest-validate,chalk
jest-validate,leven
jest-validate,pretty-format
regjsparser,jsesc
socks-proxy-agent,agent-base
socks-proxy-agent,debug
socks-proxy-agent,socks
import-local,pkg-dir
import-local,resolve-cwd
randombytes,safe-buffer
stack-utils,escape-string-regexp
jest-runtime,@jest/environment
jest-runtime,@jest/fake-timers
jest-runtime,@jest/globals
jest-runtime,@jest/source-map
jest-runtime,@jest/test-result
jest-runtime,@jest/transform
jest-runtime,@jest/types
jest-runtime,@types/node
jest-runtime,chalk
jest-runtime,cjs-module-lexer
jest-runtime,collect-v8-coverage
jest-runtime,glob
jest-runtime,graceful-fs
jest-runtime,jest-haste-map
jest-runtime,jest-message-util
jest-runtime,jest-mock
jest-runtime,jest-regex-util
jest-runtime,jest-resolve
jest-runtime,jest-snapshot
jest-runtime,jest-util
jest-runtime,slash
jest-runtime,strip-bom
@types/express,@types/body-parser
@types/express,@types/serve-static
@types/express,@types/express-serve-static-core
jest-environment-node,@jest/environment
jest-environment-node,@jest/fake-timers
jest-environment-node,@jest/types
jest-environment-node,@types/node
jest-environment-node,jest-mock
jest-environment-node,jest-util
jest-environment-node,jest-validate
@jest/source-map,@jridgewell/trace-mapping
@jest/source-map,callsites
@jest/source-map,graceful-fs
data-urls,whatwg-mimetype
data-urls,whatwg-url
through2,readable-stream
resolve-cwd,resolve-from
is-async-function,async-function
is-async-function,call-bound
is-async-function,get-proto
is-async-function,has-tostringtag
is-async-function,safe-regex-test
eslint-plugin-import,@rtsao/scc
eslint-plugin-import,array-includes
eslint-plugin-import,array.prototype.findlastindex
eslint-plugin-import,array.prototype.flat
eslint-plugin-import,array.prototype.flatmap
eslint-plugin-import,debug
eslint-plugin-import,doctrine
eslint-plugin-import,eslint-import-resolver-node
eslint-plugin-import,eslint-module-utils
eslint-plugin-import,hasown
eslint-plugin-import,is-core-module
eslint-plugin-import,is-glob
eslint-plugin-import,minimatch
eslint-plugin-import,object.fromentries
eslint-plugin-import,object.groupby
eslint-plugin-import,object.values
eslint-plugin-import,semver
eslint-plugin-import,string.prototype.trimend
eslint-plugin-import,tsconfig-paths
jest-leak-detector,@jest/get-type
jest-leak-detector,pretty-format
object.fromentries,call-bind
object.fromentries,define-properties
object.fromentries,es-abstract
object.fromentries,es-object-atoms
data-view-buffer,call-bound
data-view-buffer,es-errors
data-view-buffer,is-data-view
@babel/plugin-transform-modules-commonjs,@babel/helper-plugin-utils
@babel/plugin-transform-modules-commonjs,@babel/helper-module-transforms
@babel/plugin-syntax-object-rest-spread,@babel/helper-plugin-utils
jest-snapshot,@babel/core
jest-snapshot,@babel/generator
jest-snapshot,@babel/plugin-syntax-jsx
jest-snapshot,@babel/plugin-syntax-typescript
jest-snapshot,@babel/types
jest-snapshot,@jest/expect-utils
jest-snapshot,@jest/get-type
jest-snapshot,@jest/snapshot-utils
jest-snapshot,@jest/transform
jest-snapshot,@jest/types
jest-snapshot,babel-preset-current-node-syntax
jest-snapshot,chalk
jest-snapshot,expect
jest-snapshot,graceful-fs
jest-snapshot,jest-diff
jest-snapshot,jest-matcher-utils
jest-snapshot,jest-message-util
jest-snapshot,jest-util
jest-snapshot,pretty-format
jest-snapshot,semver
jest-snapshot,synckit
read-pkg-up,find-up-simple
read-pkg-up,read-pkg
read-pkg-up,type-fest
babel-jest,@jest/transform
babel-jest,@types/babel__core
babel-jest,babel-plugin-istanbul
babel-jest,babel-preset-jest
babel-jest,chalk
babel-jest,graceful-fs
babel-jest,slash
array.prototype.flatmap,call-bind
array.prototype.flatmap,define-properties
array.prototype.flatmap,es-abstract
array.prototype.flatmap,es-shim-unscopables
jest-docblock,detect-newline
@types/send,@types/node
jest-resolve-dependencies,jest-regex-util
jest-resolve-dependencies,jest-snapshot
jest-cli,@jest/core
jest-cli,@jest/test-result
jest-cli,@jest/types
jest-cli,chalk
jest-cli,exit-x
jest-cli,import-local
jest-cli,jest-config
jest-cli,jest-util
jest-cli,jest-validate
jest-cli,yargs
@babel/plugin-syntax-async-generators,@babel/helper-plugin-utils
cssstyle,@asamuzakjp/css-color
cssstyle,@csstools/css-syntax-patches-for-csstree
cssstyle,css-tree
jest-changed-files,execa
jest-changed-files,jest-util
jest-changed-files,p-limit
@smithy/querystring-builder,@smithy/types
@smithy/querystring-builder,@smithy/util-uri-escape
@smithy/querystring-builder,tslib
@smithy/util-hex-encoding,tslib
jest-runner,@jest/console
jest-runner,@jest/environment
jest-runner,@jest/test-result
jest-runner,@jest/transform
jest-runner,@jest/types
jest-runner,@types/node
jest-runner,chalk
jest-runner,emittery
jest-runner,exit-x
jest-runner,graceful-fs
jest-runner,jest-docblock
jest-runner,jest-environment-node
jest-runner,jest-haste-map
jest-runner,jest-leak-detector
jest-runner,jest-message-util
jest-runner,jest-resolve
jest-runner,jest-runtime
jest-runner,jest-util
jest-runner,jest-watcher
jest-runner,jest-worker
jest-runner,p-limit
jest-runner,source-map-support
eslint-module-utils,debug
@smithy/middleware-endpoint,@smithy/core
@smithy/middleware-endpoint,@smithy/middleware-serde
@smithy/middleware-endpoint,@smithy/node-config-provider
@smithy/middleware-endpoint,@smithy/shared-ini-file-loader
@smithy/middleware-endpoint,@smithy/types
@smithy/middleware-endpoint,@smithy/url-parser
@smithy/middleware-endpoint,@smithy/util-middleware
@smithy/middleware-endpoint,tslib
@babel/helper-skip-transparent-expression-wrappers,@babel/types
@babel/helper-skip-transparent-expression-wrappers,@babel/traverse
@babel/plugin-syntax-top-level-await,@babel/helper-plugin-utils
@babel/plugin-syntax-nullish-coalescing-operator,@babel/helper-plugin-utils
webpack,@types/eslint-scope
webpack,@types/estree
webpack,@types/json-schema
webpack,@webassemblyjs/ast
webpack,@webassemblyjs/wasm-edit
webpack,@webassemblyjs/wasm-parser
webpack,acorn
webpack,acorn-import-phases
webpack,browserslist
webpack,chrome-trace-event
webpack,enhanced-resolve
webpack,es-module-lexer
webpack,eslint-scope
webpack,events
webpack,glob-to-regexp
webpack,graceful-fs
webpack,json-parse-even-better-errors
webpack,loader-runner
webpack,mime-types
webpack,neo-async
webpack,schema-utils
webpack,tapable
webpack,terser-webpack-plugin
webpack,watchpack
webpack,webpack-sources
prompts,kleur
prompts,sisteransi
fb-watchman,bser
@babel/plugin-syntax-import-attributes,@babel/helper-plugin-utils
@smithy/shared-ini-file-loader,@smithy/types
@smithy/shared-ini-file-loader,tslib
es-shim-unscopables,hasown
@smithy/node-http-handler,@smithy/abort-controller
@smithy/node-http-handler,@smithy/protocol-http
@smithy/node-http-handler,@smithy/querystring-builder
@smithy/node-http-handler,@smithy/types
@smithy/node-http-handler,tslib
@smithy/smithy-client,@smithy/core
@smithy/smithy-client,@smithy/middleware-endpoint
@smithy/smithy-client,@smithy/middleware-stack
@smithy/smithy-client,@smithy/protocol-http
@smithy/smithy-client,@smithy/types
@smithy/smithy-client,@smithy/util-stream
@smithy/smithy-client,tslib
@smithy/util-base64,@smithy/util-buffer-from
@smithy/util-base64,@smithy/util-utf8
@smithy/util-base64,tslib
util,inherits
util,is-arguments
util,is-generator-function
util,is-typed-array
util,which-typed-array
@smithy/util-stream,@smithy/fetch-http-handler
@smithy/util-stream,@smithy/node-http-handler
@smithy/util-stream,@smithy/types
@smithy/util-stream,@smithy/util-base64
@smithy/util-stream,@smithy/util-buffer-from
@smithy/util-stream,@smithy/util-hex-encoding
@smithy/util-stream,@smithy/util-utf8
@smithy/util-stream,tslib
@babel/plugin-syntax-class-properties,@babel/helper-plugin-utils
cacache,@npmcli/fs
cacache,fs-minipass
cacache,glob
cacache,lru-cache
cacache,minipass
cacache,minipass-collect
cacache,minipass-flush
cacache,minipass-pipeline
cacache,p-map
cacache,ssri
cacache,unique-filename
data-view-byte-length,call-bound
data-view-byte-length,es-errors
data-view-byte-length,is-data-view
@jest/reporters,@bcoe/v8-coverage
@jest/reporters,@jest/console
@jest/reporters,@jest/test-result
@jest/reporters,@jest/transform
@jest/reporters,@jest/types
@jest/reporters,@jridgewell/trace-mapping
@jest/reporters,@types/node
@jest/reporters,chalk
@jest/reporters,collect-v8-coverage
@jest/reporters,exit-x
@jest/reporters,glob
@jest/reporters,graceful-fs
@jest/reporters,istanbul-lib-coverage
@jest/reporters,istanbul-lib-instrument
@jest/reporters,istanbul-lib-report
@jest/reporters,istanbul-lib-source-maps
@jest/reporters,istanbul-reports
@jest/reporters,jest-message-util
@jest/reporters,jest-util
@jest/reporters,jest-worker
@jest/reporters,slash
@jest/reporters,string-length
@jest/reporters,v8-to-istanbul
jest,@jest/core
jest,@jest/types
jest,import-local
jest,jest-cli
@babel/plugin-syntax-logical-assignment-operators,@babel/helper-plugin-utils
color,color-convert
color,color-string
@eslint/core,@types/json-schema
@jest/expect-utils,@jest/get-type
bser,node-int64
@smithy/util-retry,@smithy/service-error-classification
@smithy/util-retry,@smithy/types
@smithy/util-retry,tslib
reflect.getprototypeof,call-bind
reflect.getprototypeof,define-properties
reflect.getprototypeof,es-abstract
reflect.getprototypeof,es-errors
reflect.getprototypeof,es-object-atoms
reflect.getprototypeof,get-intrinsic
reflect.getprototypeof,get-proto
reflect.getprototypeof,which-builtin-type
@smithy/util-uri-escape,tslib
@opentelemetry/api-logs,@opentelemetry/api
jest-config,@babel/core
jest-config,@jest/get-type
jest-config,@jest/pattern
jest-config,@jest/test-sequencer
jest-config,@jest/types
jest-config,babel-jest
jest-config,chalk
jest-config,ci-info
jest-config,deepmerge
jest-config,glob
jest-config,graceful-fs
jest-config,jest-circus
jest-config,jest-docblock
jest-config,jest-environment-node
jest-config,jest-regex-util
jest-config,jest-resolve
jest-config,jest-runner
jest-config,jest-util
jest-config,jest-validate
jest-config,micromatch
jest-config,parse-json
jest-config,pretty-format
jest-config,slash
jest-config,strip-json-comments
@types/serve-static,@types/node
@types/serve-static,@types/http-errors
ssri,minipass
html-encoding-sniffer,whatwg-encoding
@typescript-eslint/type-utils,debug
@typescript-eslint/type-utils,ts-api-utils
@typescript-eslint/type-utils,@typescript-eslint/types
@typescript-eslint/type-utils,@typescript-eslint/utils
@typescript-eslint/type-utils,@typescript-eslint/typescript-estree
is-finalizationregistry,call-bound
@babel/plugin-syntax-optional-catch-binding,@babel/helper-plugin-utils
w3c-xmlserializer,xml-name-validator
@babel/plugin-syntax-json-strings,@babel/helper-plugin-utils
@babel/plugin-syntax-optional-chaining,@babel/helper-plugin-utils
which-builtin-type,call-bound
which-builtin-type,function.prototype.name
which-builtin-type,has-tostringtag
which-builtin-type,is-async-function
which-builtin-type,is-date-object
which-builtin-type,is-finalizationregistry
which-builtin-type,is-generator-function
which-builtin-type,is-regex
which-builtin-type,is-weakref
which-builtin-type,isarray
which-builtin-type,which-boxed-primitive
which-builtin-type,which-collection
which-builtin-type,which-typed-array
@smithy/middleware-serde,@smithy/protocol-http
@smithy/middleware-serde,@smithy/types
@smithy/middleware-serde,tslib
@smithy/url-parser,@smithy/querystring-parser
@smithy/url-parser,@smithy/types
@smithy/url-parser,tslib
@smithy/querystring-parser,@smithy/types
@smithy/querystring-parser,tslib
@babel/plugin-syntax-import-meta,@babel/helper-plugin-utils
terser-webpack-plugin,@jridgewell/trace-mapping
terser-webpack-plugin,jest-worker
terser-webpack-plugin,schema-utils
terser-webpack-plugin,serialize-javascript
terser-webpack-plugin,terser
@aws-sdk/credential-provider-http,@aws-sdk/core
@aws-sdk/credential-provider-http,@aws-sdk/types
@aws-sdk/credential-provider-http,@smithy/fetch-http-handler
@aws-sdk/credential-provider-http,@smithy/node-http-handler
@aws-sdk/credential-provider-http,@smithy/property-provider
@aws-sdk/credential-provider-http,@smithy/protocol-http
@aws-sdk/credential-provider-http,@smithy/smithy-client
@aws-sdk/credential-provider-http,@smithy/types
@aws-sdk/credential-provider-http,@smithy/util-stream
@aws-sdk/credential-provider-http,tslib
@babel/plugin-syntax-numeric-separator,@babel/helper-plugin-utils
core-js-compat,browserslist
psl,punycode
@babel/plugin-transform-block-scoping,@babel/helper-plugin-utils
@babel/plugin-transform-classes,@babel/traverse
@babel/plugin-transform-classes,@babel/helper-globals
@babel/plugin-transform-classes,@babel/helper-plugin-utils
@babel/plugin-transform-classes,@babel/helper-replace-supers
@babel/plugin-transform-classes,@babel/helper-annotate-as-pure
@babel/plugin-transform-classes,@babel/helper-compilation-targets
babel-preset-current-node-syntax,@babel/plugin-syntax-async-generators
babel-preset-current-node-syntax,@babel/plugin-syntax-bigint
babel-preset-current-node-syntax,@babel/plugin-syntax-class-properties
babel-preset-current-node-syntax,@babel/plugin-syntax-class-static-block
babel-preset-current-node-syntax,@babel/plugin-syntax-import-attributes
babel-preset-current-node-syntax,@babel/plugin-syntax-import-meta
babel-preset-current-node-syntax,@babel/plugin-syntax-json-strings
babel-preset-current-node-syntax,@babel/plugin-syntax-logical-assignment-operators
babel-preset-current-node-syntax,@babel/plugin-syntax-nullish-coalescing-operator
babel-preset-current-node-syntax,@babel/plugin-syntax-numeric-separator
babel-preset-current-node-syntax,@babel/plugin-syntax-object-rest-spread
babel-preset-current-node-syntax,@babel/plugin-syntax-optional-catch-binding
babel-preset-current-node-syntax,@babel/plugin-syntax-optional-chaining
babel-preset-current-node-syntax,@babel/plugin-syntax-private-property-in-object
babel-preset-current-node-syntax,@babel/plugin-syntax-top-level-await
@babel/plugin-transform-destructuring,@babel/helper-plugin-utils
@babel/plugin-transform-destructuring,@babel/traverse
aggregate-error,clean-stack
aggregate-error,indent-string
jest-each,@jest/get-type
jest-each,@jest/types
jest-each,chalk
jest-each,jest-util
jest-each,pretty-format
@smithy/middleware-retry,@smithy/node-config-provider
@smithy/middleware-retry,@smithy/protocol-http
@smithy/middleware-retry,@smithy/service-error-classification
@smithy/middleware-retry,@smithy/smithy-client
@smithy/middleware-retry,@smithy/types
@smithy/middleware-retry,@smithy/util-middleware
@smithy/middleware-retry,@smithy/util-retry
@smithy/middleware-retry,@smithy/uuid
@smithy/middleware-retry,tslib
ts-node,yn
ts-node,arg
ts-node,diff
ts-node,acorn
ts-node,acorn-walk
ts-node,make-error
ts-node,create-require
ts-node,@tsconfig/node10
ts-node,@tsconfig/node12
ts-node,@tsconfig/node14
ts-node,@tsconfig/node16
ts-node,v8-compile-cache-lib
ts-node,@cspotcode/source-map-support
@babel/highlight,@babel/helper-validator-identifier
@babel/highlight,chalk
@babel/highlight,js-tokens
@babel/highlight,picocolors
@jest/globals,@jest/environment
@jest/globals,@jest/expect
@jest/globals,@jest/types
@jest/globals,jest-mock
watchpack,glob-to-regexp
watchpack,graceful-fs
babel-plugin-polyfill-corejs3,@babel/helper-define-polyfill-provider
babel-plugin-polyfill-corejs3,core-js-compat
@babel/plugin-transform-modules-umd,@babel/helper-plugin-utils
@babel/plugin-transform-modules-umd,@babel/helper-module-transforms
@jest/test-sequencer,@jest/test-result
@jest/test-sequencer,graceful-fs
@jest/test-sequencer,jest-haste-map
@jest/test-sequencer,slash
validate-npm-package-license,spdx-correct
validate-npm-package-license,spdx-expression-parse
@aws-sdk/region-config-resolver,@aws-sdk/types
@aws-sdk/region-config-resolver,@smithy/config-resolver
@aws-sdk/region-config-resolver,@smithy/node-config-provider
@aws-sdk/region-config-resolver,@smithy/types
@aws-sdk/region-config-resolver,tslib
@types/uuid,uuid
@istanbuljs/load-nyc-config,camelcase
@istanbuljs/load-nyc-config,find-up
@istanbuljs/load-nyc-config,get-package-type
@istanbuljs/load-nyc-config,js-yaml
@istanbuljs/load-nyc-config,resolve-from
@types/body-parser,@types/node
@types/body-parser,@types/connect
cli-truncate,slice-ansi
cli-truncate,string-width
walker,makeerror
stop-iteration-iterator,es-errors
stop-iteration-iterator,internal-slot
saxes,xmlchars
autoprefixer,browserslist
autoprefixer,caniuse-lite
autoprefixer,fraction.js
autoprefixer,normalize-range
autoprefixer,picocolors
autoprefixer,postcss-value-parser
@types/json5,json5
@smithy/config-resolver,@smithy/node-config-provider
@smithy/config-resolver,@smithy/types
@smithy/config-resolver,@smithy/util-config-provider
@smithy/config-resolver,@smithy/util-endpoints
@smithy/config-resolver,@smithy/util-middleware
@smithy/config-resolver,tslib
@jridgewell/source-map,@jridgewell/gen-mapping
@jridgewell/source-map,@jridgewell/trace-mapping
spdx-correct,spdx-expression-parse
spdx-correct,spdx-license-ids
@babel/helper-create-regexp-features-plugin,@babel/helper-annotate-as-pure
@babel/helper-create-regexp-features-plugin,regexpu-core
@babel/helper-create-regexp-features-plugin,semver
@babel/helper-define-polyfill-provider,@babel/helper-compilation-targets
@babel/helper-define-polyfill-provider,@babel/helper-plugin-utils
@babel/helper-define-polyfill-provider,debug
@babel/helper-define-polyfill-provider,lodash.debounce
@babel/helper-define-polyfill-provider,resolve
@jest/core,@jest/console
@jest/core,@jest/pattern
@jest/core,@jest/reporters
@jest/core,@jest/test-result
@jest/core,@jest/transform
@jest/core,@jest/types
@jest/core,@types/node
@jest/core,ansi-escapes
@jest/core,chalk
@jest/core,ci-info
@jest/core,exit-x
@jest/core,graceful-fs
@jest/core,jest-changed-files
@jest/core,jest-config
@jest/core,jest-haste-map
@jest/core,jest-message-util
@jest/core,jest-regex-util
@jest/core,jest-resolve
@jest/core,jest-resolve-dependencies
@jest/core,jest-runner
@jest/core,jest-runtime
@jest/core,jest-snapshot
@jest/core,jest-util
@jest/core,jest-validate
@jest/core,jest-watcher
@jest/core,micromatch
@jest/core,pretty-format
@jest/core,slash
get-tsconfig,resolve-pkg-maps
ast-types,tslib
@babel/plugin-transform-function-name,@babel/traverse
@babel/plugin-transform-function-name,@babel/helper-plugin-utils
@babel/plugin-transform-function-name,@babel/helper-compilation-targets
eslint-import-resolver-node,debug
eslint-import-resolver-node,is-core-module
eslint-import-resolver-node,resolve
@babel/plugin-transform-computed-properties,@babel/template
@babel/plugin-transform-computed-properties,@babel/helper-plugin-utils
v8-to-istanbul,@jridgewell/trace-mapping
v8-to-istanbul,@types/istanbul-lib-coverage
v8-to-istanbul,convert-source-map
@smithy/core,tslib
@smithy/core,@smithy/uuid
@smithy/core,@smithy/types
@smithy/core,@smithy/util-utf8
@smithy/core,@smithy/util-base64
@smithy/core,@smithy/util-stream
@smithy/core,@smithy/protocol-http
@smithy/core,@smithy/util-middleware
@smithy/core,@smithy/middleware-serde
@smithy/core,@smithy/util-body-length-browser
@babel/plugin-transform-template-literals,@babel/helper-plugin-utils
@babel/plugin-transform-parameters,@babel/helper-plugin-utils
file-type,@tokenizer/inflate
file-type,strtok3
file-type,token-types
file-type,uint8array-extras
redent,indent-string
redent,strip-indent
@humanwhocodes/config-array,debug
@humanwhocodes/config-array,minimatch
@humanwhocodes/config-array,@humanwhocodes/object-schema
object.entries,call-bind
object.entries,call-bound
object.entries,define-properties
object.entries,es-object-atoms
@babel/plugin-transform-literals,@babel/helper-plugin-utils
@webassemblyjs/ast,@webassemblyjs/helper-numbers
@webassemblyjs/ast,@webassemblyjs/helper-wasm-bytecode
@smithy/middleware-stack,@smithy/types
@smithy/middleware-stack,tslib
color-string,color-name
@smithy/middleware-content-length,@smithy/protocol-http
@smithy/middleware-content-length,@smithy/types
@smithy/middleware-content-length,tslib
@types/mime,mime
@smithy/util-defaults-mode-browser,@smithy/property-provider
@smithy/util-defaults-mode-browser,@smithy/smithy-client
@smithy/util-defaults-mode-browser,@smithy/types
@smithy/util-defaults-mode-browser,tslib
@babel/plugin-transform-async-to-generator,@babel/helper-plugin-utils
@babel/plugin-transform-async-to-generator,@babel/helper-module-imports
@babel/plugin-transform-async-to-generator,@babel/helper-remap-async-to-generator
makeerror,tmpl
@smithy/service-error-classification,@smithy/types
eslint-plugin-react,array-includes
eslint-plugin-react,array.prototype.findlast
eslint-plugin-react,array.prototype.flatmap
eslint-plugin-react,array.prototype.tosorted
eslint-plugin-react,doctrine
eslint-plugin-react,es-iterator-helpers
eslint-plugin-react,estraverse
eslint-plugin-react,hasown
eslint-plugin-react,jsx-ast-utils
eslint-plugin-react,minimatch
eslint-plugin-react,object.entries
eslint-plugin-react,object.fromentries
eslint-plugin-react,object.values
eslint-plugin-react,prop-types
eslint-plugin-react,resolve
eslint-plugin-react,semver
eslint-plugin-react,string.prototype.matchall
eslint-plugin-react,string.prototype.repeat
@smithy/signature-v4,@smithy/is-array-buffer
@smithy/signature-v4,@smithy/protocol-http
@smithy/signature-v4,@smithy/types
@smithy/signature-v4,@smithy/util-hex-encoding
@smithy/signature-v4,@smithy/util-middleware
@smithy/signature-v4,@smithy/util-uri-escape
@smithy/signature-v4,@smithy/util-utf8
